Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Investment Score
Investment Master,NEM,Basic Materials,101.57,134.89,44.6,13.18,0.41,4.44,0.09,108431050000,144.68,42.44,47.46,78.85,55.12,34.64,0.16,0.47,0.11,81.54,1.59,19.1,1.79,77.4
Investment Master,EQT,Energy,51.37,68.25,35.89,9.74,0.49,3.36,0.07,32127780000,70.48,37.2,49.54,488.4,49.33,34.39,0.24,0.56,1.09,93.82,1.74,21.42,3.46,77.3
Investment Master,ERO,Basic Materials,29.92,39.8,54.07,10.7,0.23,3.38,0.03,3119540000,35.65,19.15,110.39,34.14,42.18,31.63,0.55,1.19,5.66,73.45,1.94,3.29,3.34,76.8
Investment Master,ATAT,Consumer Cyclical,32.4,43.17,36.53,17.42,0.63,2.43,0.04,3657990000,50.57,56.08,55.02,102.01,43.41,17.21,0.37,0.64,1.04,78.39,1.1,2.12,1.9,76.6
Investment Master,META,Communication Services,562.01,796.27,38.95,20.43,0.82,6.64,0.2,1426618270000,822.35,46.32,33.08,62.49,81.94,32.84,0.36,1.24,13.7,68.35,1.25,32.27,1.47,76.2
Investment Master,ADSK,Technology,186.25,329.12,25.47,27.21,0.82,5.23,0.27,39298050000,322.41,73.11,19.63,229.12,85.68,19.46,0.85,1.32,0.36,94.83,1.31,6.53,3.11,75.8
Investment Master,EXE,Energy,87.93,126.63,37.11,6.55,0.57,1.63,0.04,21035490000,131.19,49.2,40.78,553.24,50.24,25.03,0.26,0.34,0.47,93.15,1.5,6.21,2.61,75.8
Investment Master,HSAI,Consumer Cyclical,16.73,30.86,36.09,37.42,0.46,4.86,0.13,2176590000,30.45,82.01,36.15,188.52,41.2,14.76,0.11,1.39,0.18,36.35,1.28,5.25,4.04,75.4
Investment Master,PUK,Financial,26.97,34.04,42.2,8.78,0.57,1.21,0.02,33684140000,37.42,38.75,67.84,30.54,,14.31,0.3,0.74,0.01,2.98,1.32,1.12,0.09,75.2
Investment Master,EGO,Basic Materials,32.17,51.16,50.02,11.39,0.11,4.21,0.08,8395820000,44.4,38.02,49.88,93.64,47.93,28.62,0.29,0.61,1.18,64.38,2.73,7.07,2.74,75.1
Investment Master,LITE,Technology,869.49,1085.64,47.6,161.37,0.33,27.18,0.3,67646710000,1132.81,30.28,90.12,332.76,35.36,17.61,1.11,1.48,2.57,103.93,1.48,10.22,13.49,74.8
Investment Master,PODD,Healthcare,140.69,354.92,37.21,32.75,0.64,3.36,0.1,9743910000,240.91,71.23,33.87,158.51,71.64,10.44,0.73,1.12,0.43,105.32,1.37,4.23,6.14,74.7
Investment Master,NBIX,Healthcare,159.72,169.57,54.85,24.56,0.44,5.18,0.12,16059820000,193.71,21.28,42.25,2382.36,98.17,21.55,0.12,0.4,1.74,101.37,1.41,5.53,5.6,74.3
Investment Master,AXIA,Utilities,10.35,13.54,46.4,16.18,0.73,2.94,0.08,23641680000,14.37,38.84,35.8,750.93,46.17,22.45,0.65,0.46,,1.69,1.0,5.03,0.25,73.3
Investment Master,AVPT,Technology,9.79,19.94,37.85,48.29,0.88,4.68,0.18,2076520000,16.1,64.45,25.98,340.52,73.59,10.51,0.05,1.17,33.02,52.7,1.6,12.53,8.82,73.1
Investment Master,ICE,Financial,131.62,189.35,26.43,19.16,1.27,5.76,0.24,74430220000,196.8,49.52,23.56,79.47,68.69,30.41,0.71,0.94,0.61,95.39,1.21,8.53,1.52,72.9
Investment Master,FSM,Basic Materials,9.15,13.86,46.66,8.5,0.11,2.54,0.14,2770660000,13.57,48.31,17.95,75.67,54.17,32.04,0.12,0.98,0.99,73.69,1.5,17.04,5.68,72.6
Investment Master,GLBE,Consumer Cyclical,31.71,41.94,49.88,47.63,0.27,5.24,0.16,5372740000,45.36,43.05,32.76,265.56,44.62,11.37,0.03,1.07,37.03,60.39,1.13,3.45,3.23,72.1
Investment Master,DLO,Technology,12.34,16.79,50.69,18.37,0.61,3.33,0.05,3637960000,17.55,42.22,65.23,81.06,36.61,18.0,0.16,0.97,75.95,19.17,1.42,13.31,18.76,71.8
Investment Master,ADMA,Healthcare,8.51,20.46,49.75,12.55,0.29,3.87,,1972360000,17.75,108.58,-0.27,71.73,61.24,32.43,0.52,0.73,2.83,91.85,1.75,19.9,8.84,71.6
Investment Master,BSX,Healthcare,44.35,109.48,25.11,18.6,1.12,3.2,0.28,65924970000,75.89,71.12,11.58,98.72,65.44,17.29,0.43,0.57,0.51,93.68,1.41,57.49,3.89,71.6
Investment Master,HAPN,Financial,18.71,21.67,59.4,12.52,0.19,1.38,0.05,2158200000,23.25,24.27,29.5,337.61,74.25,11.21,0.04,1.96,3.34,89.6,1.0,6.27,5.62,71.6
Investment Master,SQM,Basic Materials,78.67,98.01,44.38,27.65,0.23,2.12,0.03,11235220000,85.74,8.99,68.29,162.87,34.36,15.36,0.89,0.99,0.1,28.22,2.32,1.61,1.13,71.4
Investment Master,NFLX,Communication Services,72.32,134.1,20.82,23.37,0.86,6.44,0.33,304546100000,115.82,60.15,19.31,85.79,49.44,28.29,0.54,1.51,0.64,83.26,1.65,101.57,2.43,71.2
Investment Master,PNFP,Financial,96.57,120.46,51.82,13.38,0.48,3.47,0.03,14592960000,115.75,19.86,136.95,-49.79,,14.87,0.41,1.04,1.46,84.81,1.6,4.64,3.12,71.0
Investment Master,TER,Technology,446.73,440.74,63.12,82.68,0.88,18.47,0.21,69931120000,392.87,-12.06,86.84,314.51,58.52,22.56,0.03,1.76,0.69,95.91,1.95,6.88,4.43,70.9
Investment Master,ESTC,Technology,57.24,96.07,47.15,16.36,0.64,3.42,0.21,5950100000,75.67,32.2,16.03,2754.97,76.07,21.14,0.46,0.99,13.9,87.08,1.94,6.26,7.0,70.6
Investment Master,MSFT,Technology,368.67,555.48,31.3,21.96,1.01,8.6,0.47,2738639390000,559.29,51.7,18.3,23.32,68.31,39.34,0.3,1.13,1.53,75.89,1.23,88.7,1.21,70.6
Investment Master,BABA,Consumer Cyclical,105.26,192.68,23.2,17.0,0.28,1.75,0.21,252533480000,193.0,83.36,8.17,114.38,39.26,10.32,0.27,0.49,0.17,11.05,1.37,38.87,1.62,70.5
Investment Master,GRAB,Technology,3.53,6.62,51.4,40.86,0.4,4.07,0.17,14468520000,5.98,69.41,23.54,436.84,43.54,10.67,0.3,0.88,37.27,49.13,1.32,249.99,9.73,70.5
Investment Master,AR,Energy,33.67,45.75,38.3,10.91,0.16,1.81,0.05,10432310000,50.7,50.58,34.1,160.16,25.84,16.69,0.59,0.34,4.58,89.14,1.62,12.55,4.25,70.3
Investment Master,DHT,Energy,19.27,20.54,67.31,9.36,1.44,5.49,0.1,3104050000,20.6,6.9,57.65,271.36,47.4,58.64,0.41,-0.16,11.36,80.04,1.67,10.7,7.5,70.2
Investment Master,GOOGL,Communication Services,346.36,408.59,37.57,26.42,1.41,9.92,0.44,4196532219999,433.97,25.29,22.34,81.96,60.43,37.86,0.2,1.24,52.1,39.38,1.38,82.91,1.43,70.1
Investment Master,ETOR,Financial,38.99,68.66,50.54,15.97,0.64,3.27,0.18,3101120000,55.64,42.7,18.04,17.96,94.57,25.14,0.02,1.65,51.5,31.14,1.57,2.42,6.28,70.0
Investment Master,GOOG,Communication Services,345.64,404.49,38.64,26.37,1.41,9.9,0.44,4187748340000,433.76,25.49,22.34,81.96,60.43,37.86,0.2,1.23,58.18,27.69,1.39,45.22,0.89,70.0
Investment Master,CNX,Energy,32.87,43.62,38.76,4.57,0.36,2.01,0.07,4649810000,39.42,19.93,28.26,262.79,50.03,50.93,0.55,0.59,4.01,97.77,3.33,14.71,10.84,69.9
Investment Master,SAP,Technology,149.82,313.3,30.38,20.23,0.92,4.04,0.23,174922350000,250.45,67.17,17.85,21.58,75.91,20.04,0.18,1.13,0.0,7.49,1.53,11.18,0.96,69.5
Investment Master,STRL,Industrials,924.19,1005.65,60.79,82.63,1.0,9.83,0.11,28363390000,956.43,3.49,91.59,141.86,22.43,12.02,0.29,1.82,2.43,93.25,1.2,1.75,5.83,69.5
Investment Master,GMED,Healthcare,79.62,101.4,47.16,18.54,1.22,3.48,0.13,10801530000,108.64,36.45,27.04,66.6,64.08,18.92,0.02,0.95,17.15,82.19,1.67,3.92,3.49,69.3
Investment Master,INTU,Technology,254.3,813.76,28.59,15.4,0.6,3.32,0.32,69561220000,474.64,86.65,10.37,11.01,77.64,21.91,0.33,0.99,2.18,90.24,1.62,10.4,3.89,69.3
Investment Master,TRMB,Technology,49.05,87.5,27.17,25.73,0.8,3.1,0.26,11434050000,85.33,73.97,11.81,54.12,66.6,12.37,0.25,1.39,0.45,98.34,1.31,7.78,3.35,69.0
Investment Master,ALAB,Technology,423.74,421.21,70.67,285.62,2.15,72.53,0.78,72633980000,257.11,-39.32,93.4,148.21,75.99,26.72,0.03,3.81,18.28,71.28,1.84,11.91,8.5,69.0
Investment Master,HBM,Basic Materials,27.39,32.15,51.66,16.53,0.29,4.61,0.13,10879860000,31.26,14.13,34.72,88.21,33.72,27.92,0.3,1.46,4.2,75.26,1.2,12.04,3.16,68.9
Investment Master,RRC,Energy,36.78,48.32,34.32,9.71,0.45,2.7,0.11,8665000000,47.68,29.64,25.67,260.69,38.05,28.06,0.21,0.42,1.53,95.76,2.56,19.06,8.22,68.8
Investment Master,FRO,Energy,41.58,40.96,71.63,10.23,0.68,4.11,0.06,9256540000,40.05,-3.68,66.93,1579.93,41.47,40.19,0.93,-0.0,35.7,31.43,2.07,7.08,4.95,68.7
Investment Master,WAY,Healthcare,17.92,41.48,38.43,26.76,0.65,2.97,0.13,3436280000,33.83,88.78,22.4,36.91,55.87,10.9,0.38,0.15,28.74,81.84,1.16,11.39,8.34,68.7
Investment Master,DELL,Technology,419.17,469.45,66.09,33.31,0.54,2.02,0.02,271668280000,499.86,19.25,87.49,281.26,19.09,6.27,,1.31,53.55,40.35,1.73,18.96,6.3,68.5
Investment Master,FUTU,Financial,101.61,202.53,42.88,11.17,0.86,3.16,0.13,9729160000,156.3,53.82,24.2,-60.77,94.84,41.84,0.55,0.37,5.57,39.91,1.32,7.12,7.87,68.4
Investment Master,SSRM,Basic Materials,30.3,36.51,52.64,29.19,0.19,3.32,0.04,6286950000,43.45,43.4,83.75,-290.68,43.52,12.17,0.02,-0.12,1.31,71.12,1.0,5.36,2.62,68.4
Investment Master,SF,Financial,74.19,89.82,56.76,14.44,0.77,1.74,0.13,11381250000,88.29,19.01,13.39,462.77,86.84,12.91,0.4,1.0,3.5,91.18,2.33,3.88,2.62,68.3
Investment Master,INCY,Healthcare,102.44,112.29,54.67,14.49,1.0,3.82,0.18,20465460000,111.95,9.28,20.87,83.74,91.22,26.71,0.01,0.79,0.93,105.44,2.37,11.4,5.76,67.6
Investment Master,DXCM,Healthcare,69.04,89.98,45.03,29.53,1.07,5.53,0.37,26639960000,85.88,24.39,15.05,92.21,62.64,19.31,0.47,1.44,1.76,98.62,1.39,17.39,4.59,67.5
Investment Master,RDN,Financial,35.02,38.84,50.74,8.61,0.88,3.35,0.07,4656610000,43.17,23.27,46.59,-8.43,,40.5,0.27,0.73,1.91,94.14,1.62,3.83,2.94,67.4
Investment Master,VEEV,Healthcare,151.39,310.48,36.45,26.96,1.27,7.41,0.45,24591690000,241.43,59.48,16.32,14.52,74.79,28.37,0.01,0.96,9.0,87.04,1.83,8.79,5.95,67.4
Investment Master,SOFI,Financial,17.29,32.73,52.99,39.22,0.57,4.31,0.12,22178700000,20.75,20.01,35.83,101.0,61.74,11.22,0.18,2.15,1.8,56.04,2.73,186.14,14.81,67.3
Investment Master,HPE,Technology,48.36,64.25,61.99,46.37,0.39,1.65,0.04,64038310000,68.59,41.83,40.64,150.91,31.36,3.7,0.84,1.43,0.38,93.29,2.0,62.15,4.71,67.3
Investment Master,HMY,Basic Materials,16.17,26.05,46.74,11.17,0.08,2.03,0.07,10106790000,23.41,44.77,30.61,26.69,41.3,18.39,0.25,1.1,0.02,17.42,1.57,10.15,1.62,67.2
Investment Master,WDC,Technology,729.55,799.86,74.36,43.55,0.53,21.35,0.47,251463010000,560.45,-23.18,45.47,483.37,45.4,54.28,0.18,2.08,0.95,98.79,1.79,31.87,9.34,67.2
Investment Master,BAM,Financial,47.09,64.1,47.98,30.32,1.31,14.82,0.62,75191250000,57.22,21.51,23.77,6.87,95.07,49.68,0.5,1.25,79.84,21.41,2.11,23.83,7.4,67.1
Investment Master,UUUU,Energy,16.29,27.89,46.52,,,47.98,0.43,4071480000,26.63,63.47,112.08,64.53,24.76,-82.7,0.94,1.48,1.59,68.04,1.22,39.76,16.17,67.1
Investment Master,AUB,Financial,39.61,42.18,58.93,16.84,0.73,2.54,0.04,5668730000,44.25,11.71,57.17,61.05,,14.97,0.28,0.79,0.99,85.99,1.67,8.81,6.22,67.0
Investment Master,TSM,Technology,467.81,465.2,64.75,38.88,0.72,18.26,0.45,2426287200000,460.4,-1.58,40.49,64.6,60.72,46.96,0.19,1.38,0.09,15.16,1.26,28.28,0.55,67.0
Investment Master,NBIS,Technology,280.08,298.82,66.72,93.44,,80.28,0.13,70482130000,257.64,-8.01,621.52,521.4,7.48,95.27,1.31,4.19,19.73,50.32,1.94,44.3,21.94,66.8
Investment Master,SCHW,Financial,92.0,107.5,54.99,18.24,0.6,5.65,0.58,160000880000,115.68,25.74,9.77,38.8,84.12,31.84,0.67,0.76,5.84,84.09,1.52,20.97,1.28,66.5
Investment Master,ADBE,Technology,191.58,392.58,26.66,10.96,0.48,3.02,0.24,76153050000,270.57,41.23,12.69,8.04,88.82,28.69,0.61,1.44,0.2,85.87,2.55,18.66,4.71,66.4
Investment Master,AJG,Financial,210.81,327.34,49.06,34.02,0.88,3.62,0.13,54157090000,266.58,26.46,27.65,16.52,90.82,10.76,0.56,0.52,1.92,93.55,1.52,5.06,2.01,66.4
Investment Master,MGNI,Communication Services,17.51,26.64,67.17,16.91,1.08,3.47,0.63,2508500000,22.29,27.3,5.52,143.89,63.18,21.96,0.47,2.26,2.6,92.82,1.24,12.14,8.7,66.4
Investment Master,PATH,Technology,10.15,19.84,40.34,16.74,0.84,3.14,0.18,5258140000,13.47,32.71,17.32,203.89,82.71,19.58,0.04,0.98,24.4,61.11,2.74,124.49,31.78,66.4
Investment Master,SPOT,Communication Services,453.47,784.96,40.79,36.12,1.08,4.59,0.23,93338370000,602.28,32.82,20.26,257.86,32.21,15.56,0.06,1.56,26.51,66.59,1.51,7.11,4.7,66.3
Investment Master,YMM,Technology,7.95,14.06,38.88,14.53,0.66,4.17,0.38,7418120000,12.73,60.13,10.87,-16.86,62.91,32.68,0.0,0.31,5.93,73.06,1.47,17.65,2.01,66.3
Investment Master,SMCI,Technology,35.47,62.37,50.93,18.71,0.53,0.68,0.01,22941240000,35.87,1.13,122.68,314.07,8.39,3.7,1.21,1.93,13.87,57.5,2.9,74.48,13.37,66.3
Investment Master,MDB,Technology,312.8,444.7,44.09,,1.91,9.67,0.38,25158910000,399.82,27.82,25.25,111.72,71.67,-1.12,0.02,1.55,4.01,90.53,1.6,3.55,4.6,66.0
Investment Master,ADI,Technology,441.6,439.71,60.94,65.62,0.99,16.88,0.45,215100210000,457.82,3.67,37.25,109.73,58.62,26.01,0.26,1.17,0.28,91.04,1.59,9.48,1.95,65.4
Investment Master,CLBT,Technology,12.21,19.98,40.05,42.84,1.23,6.14,0.32,3045660000,21.0,71.99,19.3,-37.82,83.86,14.37,0.04,1.19,50.56,44.82,1.0,4.14,3.36,65.3
Investment Master,NOW,Technology,92.2,211.47,38.66,54.85,0.87,6.81,0.31,95086780000,140.76,52.67,22.09,2.64,76.56,12.59,0.21,0.96,0.91,87.46,1.36,61.05,5.98,65.3
Investment Master,GILD,Healthcare,124.56,157.29,41.35,16.95,1.4,5.19,1.02,154649960000,160.78,29.08,5.09,54.29,79.41,30.94,0.94,0.35,0.14,89.84,1.53,25.73,2.08,65.2
Investment Master,AMZN,Consumer Cyclical,233.4,278.55,36.86,27.89,1.07,3.38,0.2,2510653400000,316.56,35.63,16.61,75.33,50.6,12.22,0.51,1.46,8.95,67.66,1.22,92.45,0.94,64.8
Investment Master,DDOG,Technology,218.26,278.71,49.42,582.48,3.94,21.16,0.66,77690050000,242.39,11.06,32.15,115.46,79.86,3.69,0.32,1.57,9.06,82.44,1.36,14.14,4.37,64.7
Investment Master,SPGI,Financial,405.36,579.09,41.81,25.65,1.45,7.63,0.73,119986890000,532.82,31.44,10.43,32.33,62.88,30.37,0.45,1.08,0.26,90.96,1.24,4.55,1.54,64.5
Investment Master,GMAB,Healthcare,25.58,35.42,49.84,19.29,0.86,3.89,0.15,15220770000,36.64,43.24,25.69,-72.71,93.31,21.06,0.94,0.86,0.52,13.47,1.48,10.05,1.7,64.2
Investment Master,PDD,Consumer Cyclical,78.81,139.41,30.95,8.59,0.54,1.8,0.11,112178150000,118.83,50.78,16.69,-10.37,55.98,21.86,0.01,-0.01,2.42,27.66,1.91,34.42,2.48,64.1
Investment Master,CGNX,Technology,67.24,71.9,59.53,79.56,1.44,10.69,0.44,11190080000,76.25,13.4,24.26,121.73,68.02,13.62,0.05,1.51,0.37,103.21,1.75,5.59,3.37,63.9
Investment Master,FSLR,Technology,264.92,320.96,51.45,17.11,0.41,5.25,0.22,28465250000,250.63,-5.39,23.64,65.1,41.73,30.73,0.06,1.72,5.47,93.39,2.06,8.54,8.41,63.9
Investment Master,NAT,Energy,6.12,6.34,68.68,23.86,0.41,3.88,0.06,1295910000,6.28,2.61,64.32,993.0,29.13,16.26,0.91,-0.56,5.48,50.56,2.0,18.56,9.28,63.9
Investment Master,ANET,Technology,170.61,179.8,59.55,58.42,1.75,22.13,0.63,214832110000,190.3,11.54,35.13,26.22,63.54,38.32,0.0,1.6,17.07,72.97,1.12,21.27,2.04,63.9
Investment Master,CEG,Utilities,274.63,412.73,52.0,23.85,0.91,3.48,0.15,99193610000,362.1,31.85,23.45,1095.18,13.18,13.3,0.67,1.1,6.48,74.51,1.42,11.59,3.45,63.8
Investment Master,SBLK,Industrials,26.47,28.5,48.34,21.05,0.1,2.76,0.13,3013610000,33.13,25.16,21.9,13323.08,27.86,13.01,0.45,0.73,22.71,36.62,1.0,1.8,2.12,63.8
Investment Master,GWRE,Technology,103.5,272.58,32.01,55.77,0.99,6.07,0.23,8617830000,205.92,98.96,26.93,-63.85,63.97,11.25,0.53,0.96,0.68,103.59,1.41,4.93,5.96,63.7
Investment Master,ORCL,Technology,175.38,345.71,39.14,30.1,0.61,7.49,0.36,504401660000,257.31,46.72,20.63,21.47,73.55,25.21,3.63,1.68,40.54,44.49,1.53,34.87,2.04,63.7
Investment Master,TEL,Technology,213.7,252.57,51.73,21.83,1.01,3.34,0.23,62379030000,267.61,25.23,14.51,6593.53,36.62,15.54,0.43,1.16,0.13,95.95,1.82,7.22,2.48,63.4
Investment Master,SU,Energy,55.74,70.28,28.81,14.64,0.51,1.78,0.08,65820910000,73.5,31.86,22.92,35.64,43.63,12.4,0.32,0.31,0.03,71.43,2.0,13.89,1.18,63.3
Investment Master,FIX,Industrials,2044.06,2073.92,63.15,59.0,1.18,7.1,0.13,71950910000,2115.29,3.48,56.47,120.98,24.51,12.07,0.13,1.66,1.24,96.1,1.45,0.83,2.38,62.9
Investment Master,RBRK,Technology,69.14,99.74,50.59,,,9.99,0.26,14231560000,94.37,36.49,38.99,61.43,80.58,-20.25,,1.21,26.66,57.38,1.1,16.0,10.6,62.7
Investment Master,RMD,Healthcare,189.14,293.83,39.85,18.23,1.28,4.95,0.46,27435970000,276.44,46.16,10.81,10.35,60.74,27.44,0.13,0.78,0.93,75.93,1.9,11.88,8.27,62.6
Investment Master,CART,Consumer Cyclical,44.67,53.5,60.89,25.05,0.48,2.72,0.2,10497620000,50.41,12.85,13.6,51.33,72.52,12.37,0.01,0.8,22.26,71.25,2.11,16.56,9.0,62.5
Investment Master,CENX,Basic Materials,49.44,70.44,33.43,14.78,0.04,1.92,0.8,4892870000,76.5,54.73,2.41,1037.28,12.67,13.72,0.47,1.95,31.0,72.85,1.0,8.04,11.79,62.5
Investment Master,SNN,Healthcare,29.57,38.79,39.91,20.61,1.15,2.03,0.29,12526440000,36.31,22.79,6.91,69.56,68.02,10.14,0.63,0.58,0.06,7.52,2.42,3.35,0.79,62.3
Investment Master,PLAB,Technology,33.49,56.01,42.75,12.26,,2.29,,1974280000,43.0,28.4,-0.5,268.2,33.77,18.47,0.0,1.36,4.06,95.68,1.0,3.73,6.59,62.2
Investment Master,TDC,Technology,29.24,41.78,35.14,6.7,1.4,1.63,0.26,2751480000,34.14,16.76,6.22,667.57,60.63,24.93,0.99,0.61,3.3,116.41,2.56,12.97,14.26,62.1
Investment Master,YOU,Technology,50.63,62.73,39.62,40.89,0.56,5.41,0.27,5101480000,63.29,25.0,19.7,47.03,61.78,13.0,0.6,1.09,7.65,95.26,2.25,9.0,9.67,62.1
Investment Master,PBR-A,Energy,15.21,20.05,29.91,4.95,0.64,0.45,0.04,41420630000,22.63,48.78,11.75,3.21,43.68,21.61,0.83,0.52,0.0,8.72,1.5,45.8,1.68,61.9
Investment Master,AMD,Technology,543.73,558.36,62.06,178.45,0.65,23.67,0.63,886605110000,498.62,-8.3,37.85,92.25,47.09,13.37,0.06,2.48,0.49,69.41,1.51,44.07,2.72,61.6
Investment Master,EXEL,Healthcare,51.42,53.93,52.58,17.04,0.97,5.44,0.55,12923590000,48.87,-4.96,9.97,42.14,96.44,35.08,0.09,0.43,3.19,104.73,2.26,29.71,12.21,60.9
Investment Master,VRT,Industrials,349.84,379.93,61.53,87.82,1.03,12.39,0.41,134377920000,379.53,8.49,30.13,135.9,35.0,14.37,0.77,2.03,1.71,85.81,1.62,14.31,3.79,60.8
