Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Investment Score
Investment Master,CNX,Energy,33.5,43.62,44.59,4.66,0.36,2.05,0.07,4739500000,39.42,17.67,28.26,262.79,50.03,50.93,0.55,0.59,4.05,98.07,3.33,14.71,10.87,69.7
Investment Master,SSRM,Basic Materials,29.26,36.52,48.91,28.19,0.18,3.2,0.04,6071190000,43.35,48.15,83.75,-290.68,43.52,12.17,0.02,-0.12,1.75,71.44,1.0,5.36,2.63,69.7
Investment Master,GMED,Healthcare,80.04,101.39,48.33,18.64,1.23,3.5,0.13,10858730000,108.64,35.73,27.04,66.6,64.08,18.92,0.02,0.95,17.18,82.19,1.67,3.92,3.49,69.2
Investment Master,INTU,Technology,258.05,813.78,29.44,15.63,0.61,3.37,0.32,70586220000,474.64,83.93,10.37,11.01,77.64,21.91,0.33,1.0,2.22,90.27,1.59,10.4,3.89,69.0
Investment Master,TRMB,Technology,49.19,87.5,27.74,25.8,0.8,3.11,0.26,11466760000,85.33,73.47,11.81,54.12,66.6,12.37,0.25,1.39,0.48,98.35,1.31,7.78,3.35,69.0
Investment Master,ADI,Technology,407.26,445.92,48.25,60.52,0.91,15.57,0.42,198371070000,457.82,12.41,37.25,109.73,58.62,26.01,0.26,1.16,0.31,91.23,1.59,9.48,1.96,68.8
Investment Master,RRC,Energy,36.72,48.31,34.09,9.7,0.47,2.69,0.1,8652050000,47.55,29.49,25.67,260.69,38.05,28.06,0.21,0.42,1.57,95.76,2.56,19.06,8.22,68.7
Investment Master,SF,Financial,73.56,89.83,53.75,14.32,0.76,1.72,0.13,11284230000,88.29,20.02,13.39,462.77,86.84,12.91,0.4,1.0,3.53,91.19,2.33,3.88,2.62,68.6
Investment Master,WAY,Healthcare,18.41,41.47,43.88,27.5,0.66,3.05,0.14,3531270000,33.83,83.76,22.4,36.91,55.87,10.9,0.38,0.22,28.74,81.84,1.16,11.39,8.34,68.2
Investment Master,UUUU,Energy,15.47,27.9,42.86,,,45.55,0.41,3865450000,27.03,74.73,112.08,64.53,24.76,-82.7,0.94,1.49,1.59,68.04,1.25,39.76,16.17,68.1
Investment Master,BEAM,Healthcare,33.2,36.88,56.62,,,20.83,0.06,3415590000,50.19,51.17,324.87,26.46,86.36,-39.66,0.22,2.17,8.86,96.6,1.28,21.46,22.88,68.0
Investment Master,CIEN,Technology,459.85,637.53,43.37,153.06,0.63,11.69,0.3,65093110000,582.13,26.59,39.51,2309.37,40.49,7.87,0.55,1.29,1.0,97.64,1.82,4.51,3.22,67.7
Investment Master,DELL,Technology,427.78,469.47,67.57,33.99,0.54,2.07,0.02,277321660000,501.24,17.17,87.49,281.26,19.09,6.27,,1.3,53.56,40.38,1.73,18.96,6.3,67.7
Investment Master,DXCM,Healthcare,68.92,89.99,44.76,29.48,1.07,5.52,0.37,26594360000,85.88,24.61,15.05,92.21,62.64,19.31,0.47,1.45,1.79,98.66,1.38,17.39,4.59,67.5
Investment Master,NBIS,Technology,275.25,299.87,64.43,91.83,,78.9,0.13,69266790000,257.64,-6.4,621.52,521.4,7.48,95.27,1.31,4.16,19.77,50.32,1.94,44.3,21.94,67.5
Investment Master,SOFI,Financial,17.29,32.73,52.93,39.22,0.57,4.31,0.12,22178600000,20.75,20.01,35.83,101.0,61.74,11.22,0.18,2.16,1.99,56.18,2.73,186.14,14.81,67.3
Investment Master,BAM,Financial,46.96,64.1,47.29,30.23,1.31,14.78,0.62,74985260000,57.22,21.85,23.77,6.87,95.07,49.68,0.5,1.25,79.9,21.47,2.11,23.83,7.43,67.2
Investment Master,HPE,Technology,48.92,64.25,63.04,46.9,0.39,1.66,0.04,64780030000,68.59,40.21,40.64,150.91,31.36,3.7,0.84,1.42,0.42,93.61,2.0,62.15,4.73,67.1
Investment Master,INCY,Healthcare,104.4,112.29,57.71,14.76,1.0,3.89,0.19,20857260000,112.05,7.33,20.87,83.74,91.22,26.71,0.01,0.77,0.96,105.59,2.37,11.4,5.77,66.9
Investment Master,SMCI,Technology,33.32,62.36,47.86,17.58,0.5,0.64,0.01,21553810000,35.87,7.65,122.68,314.07,8.39,3.7,1.21,1.92,13.92,57.52,2.9,74.48,13.37,66.9
Investment Master,RDN,Financial,35.61,38.84,55.75,8.76,0.9,3.41,0.07,4735250000,43.17,21.23,46.59,-8.43,,40.5,0.27,0.73,1.96,94.46,1.62,3.83,2.94,66.7
Investment Master,VEEV,Healthcare,159.71,310.48,45.76,28.44,1.34,7.82,0.48,25943820000,241.43,51.17,16.32,14.52,74.79,28.37,0.01,0.97,9.03,87.05,1.83,8.79,5.95,66.5
Investment Master,PATH,Technology,10.16,19.84,40.46,16.76,0.84,3.15,0.18,5264100000,13.47,32.58,17.32,203.89,82.71,19.58,0.04,0.99,24.4,61.11,2.74,124.49,31.8,66.3
Investment Master,AUB,Financial,40.36,42.18,62.9,17.16,0.75,2.59,0.05,5776150000,44.25,9.64,57.17,61.05,,14.97,0.28,0.78,1.04,85.99,1.67,8.81,6.22,66.2
Investment Master,AJG,Financial,215.78,327.34,55.18,34.82,0.9,3.7,0.13,55433880000,266.58,23.54,27.65,16.52,90.82,10.76,0.56,0.52,1.96,93.55,1.52,5.06,2.01,66.1
Investment Master,SCHW,Financial,93.17,107.5,58.06,18.48,0.61,5.72,0.59,162035250000,115.68,24.16,9.77,38.8,84.12,31.84,0.67,0.76,5.88,84.25,1.52,20.97,1.28,66.1
Investment Master,ADBE,Technology,197.43,392.58,29.98,11.29,0.49,3.11,0.25,78478420000,270.57,37.05,12.69,8.04,88.82,28.69,0.61,1.44,0.24,85.91,2.55,18.66,4.71,66.0
Investment Master,MGNI,Communication Services,18.0,26.65,69.29,17.38,1.11,3.57,0.65,2577870000,22.29,23.83,5.52,143.89,63.18,21.96,0.47,2.25,2.55,92.82,1.24,12.14,8.7,66.0
Investment Master,CGNX,Technology,63.96,71.9,50.97,75.68,1.37,10.17,0.42,10644180000,76.25,19.22,24.26,121.73,68.02,13.62,0.05,1.5,0.41,103.2,1.75,5.59,3.37,65.9
Investment Master,ANET,Technology,162.2,179.8,51.22,55.54,1.67,21.03,0.6,204242660000,190.3,17.32,35.13,26.22,63.54,38.32,0.0,1.59,17.1,72.99,1.12,21.27,2.04,65.9
Investment Master,MDB,Technology,320.97,444.74,46.34,,1.96,9.92,0.39,25816240000,399.82,24.57,25.25,111.72,71.67,-1.12,0.02,1.56,4.02,90.6,1.6,3.55,4.61,65.6
Investment Master,FIX,Industrials,1908.07,2073.99,51.84,55.07,1.1,6.63,0.12,67168700000,2115.29,10.86,56.47,120.98,24.51,12.07,0.13,1.65,1.28,96.14,1.45,0.83,2.38,65.5
Investment Master,FSLR,Technology,249.24,320.94,45.3,16.1,0.39,4.94,0.21,26781670000,250.63,0.56,23.64,65.1,41.73,30.73,0.06,1.72,5.5,93.48,2.06,8.54,8.41,65.2
Investment Master,GILD,Healthcare,125.05,157.3,42.53,17.01,1.4,5.21,1.02,155258310000,160.78,28.57,5.09,54.29,79.41,30.94,0.94,0.35,0.17,89.95,1.53,25.73,2.08,65.1
Investment Master,NOW,Technology,95.94,211.46,42.67,57.07,0.91,7.09,0.32,98943690000,140.76,46.72,22.09,2.64,76.56,12.59,0.21,0.97,0.94,87.47,1.34,61.05,5.98,64.8
Investment Master,AMZN,Consumer Cyclical,234.11,278.57,37.83,27.98,1.07,3.39,0.2,2518346880000,316.56,35.22,16.61,75.33,50.6,12.22,0.51,1.47,8.99,67.68,1.22,92.45,0.94,64.7
Investment Master,SPGI,Financial,400.16,579.02,39.37,25.32,1.44,7.53,0.72,118447360000,532.82,33.15,10.43,32.33,62.88,30.37,0.45,1.08,0.3,90.96,1.24,4.55,1.54,64.6
Investment Master,DDOG,Technology,220.57,278.71,50.8,588.66,3.98,21.38,0.67,78514150000,242.91,10.13,32.15,115.46,79.86,3.69,0.32,1.57,9.09,82.47,1.37,14.14,4.37,64.6
Investment Master,VRT,Industrials,318.32,379.95,49.95,79.91,0.94,11.28,0.37,122269520000,379.53,19.23,30.13,135.9,35.0,14.37,0.77,2.01,1.71,85.85,1.62,14.31,3.79,64.3
Investment Master,CEG,Utilities,270.26,412.67,49.29,23.47,0.9,3.41,0.15,97050920000,362.1,33.98,23.45,1095.18,13.18,13.3,0.67,1.1,6.51,75.15,1.42,11.59,3.45,64.0
Investment Master,AMD,Technology,519.85,562.97,56.48,170.62,0.62,22.63,0.6,847667680000,498.62,-4.08,37.85,92.25,47.09,13.37,0.06,2.47,0.51,69.45,1.5,44.07,2.72,63.5
Investment Master,ORCL,Technology,165.16,345.74,35.18,28.35,0.58,7.05,0.34,475007750000,255.76,54.86,20.63,21.36,63.34,25.21,3.94,1.7,40.56,44.49,1.55,34.87,2.04,63.3
Investment Master,PLAB,Technology,31.55,56.0,39.62,11.55,,2.16,,1860300000,43.0,36.29,-0.5,268.2,33.77,18.47,0.0,1.36,4.06,95.68,1.0,3.73,6.59,63.0
Investment Master,CENX,Basic Materials,47.33,70.43,31.21,14.15,0.04,1.84,0.76,4684440000,74.5,57.41,2.41,1037.28,12.67,13.72,0.47,1.97,31.05,73.03,1.0,8.04,11.82,62.8
Investment Master,GWRE,Technology,109.63,272.58,37.76,59.07,1.05,6.42,0.24,9127400000,205.92,87.83,26.93,-63.85,63.97,11.25,0.53,0.98,0.68,103.59,1.41,4.93,5.96,62.7
Investment Master,RMD,Healthcare,191.26,293.79,43.05,18.44,1.29,5.01,0.46,27743490000,276.44,44.54,10.81,10.35,60.74,27.44,0.13,0.78,0.96,75.94,1.9,11.88,8.27,62.4
Investment Master,MOD,Consumer Cyclical,277.46,323.27,49.93,123.95,0.51,4.61,0.1,14654270000,351.75,26.78,47.47,47.51,23.19,3.82,0.49,1.65,2.15,106.36,1.0,2.96,5.72,62.1
Investment Master,RBRK,Technology,74.24,99.74,59.96,,,10.72,0.27,15280690000,94.37,27.11,38.99,61.43,80.58,-20.25,,1.21,26.68,57.4,1.1,16.0,10.61,61.7
Investment Master,CART,Consumer Cyclical,46.09,53.5,64.35,25.85,0.5,2.8,0.21,10832520000,50.41,9.37,13.6,51.33,72.52,12.37,0.01,0.79,21.72,71.25,2.11,16.56,9.0,61.4
Investment Master,TDC,Technology,31.16,41.78,44.93,7.14,1.49,1.74,0.28,2932160000,34.14,9.56,6.22,667.57,60.63,24.93,0.99,0.62,3.39,116.41,2.56,12.97,14.25,61.3
Investment Master,EXEL,Healthcare,51.34,53.93,52.21,17.02,0.97,5.43,0.54,12904570000,48.87,-4.81,9.97,42.14,96.44,35.08,0.09,0.43,3.22,104.9,2.26,29.71,12.21,60.9
Investment Master,BE,Industrials,321.98,349.98,60.24,,0.65,37.4,0.29,91585250000,279.85,-13.08,130.37,313.73,31.08,0.25,3.2,3.7,6.34,86.0,2.29,28.56,10.72,60.9
Investment Master,GEV,Industrials,1034.98,1181.89,53.59,30.15,1.72,7.07,0.44,278119820000,1227.4,18.59,15.98,1816.17,20.16,23.83,0.21,0.96,0.15,79.66,1.69,9.19,3.42,60.6
Investment Master,YOU,Technology,52.73,62.73,45.91,42.59,0.59,7.48,0.38,7047960000,63.29,20.03,19.7,47.03,61.78,13.0,0.6,1.09,7.65,95.36,2.25,9.0,9.67,60.5
Investment Master,AAON,Industrials,129.45,150.45,49.42,91.06,0.74,6.56,0.12,10603470000,149.75,15.68,54.3,36.23,24.54,7.3,0.49,1.4,16.71,88.28,1.67,4.7,6.89,60.5
Investment Master,PAYC,Technology,124.28,248.96,38.4,14.36,0.81,2.83,0.36,5919640000,151.93,22.25,7.8,22.84,74.06,22.44,0.94,0.8,14.38,97.36,2.45,3.97,9.75,60.1
Investment Master,HYLN,Industrials,6.1,8.49,48.97,,,186.91,0.39,1087790000,7.0,14.75,479.14,33.23,-112.67,-888.12,0.02,3.42,32.13,24.99,1.67,10.21,8.44,60.1
Investment Master,STX,Technology,1038.59,1144.96,66.16,98.58,0.51,21.15,0.48,232881980000,908.48,-12.53,44.07,107.51,41.54,21.6,3.82,2.03,0.3,86.1,1.7,9.05,4.05,60.1
Investment Master,KEYS,Technology,352.58,374.97,52.76,58.09,1.34,9.9,0.31,60254290000,394.17,11.8,31.47,35.79,63.9,17.25,0.44,1.2,0.82,92.43,1.94,2.11,1.24,60.0
Investment Master,ONB,Financial,25.32,26.17,62.84,13.12,0.62,2.44,0.06,9782970000,27.9,10.19,37.97,35.08,,18.5,0.95,0.84,11.48,97.77,1.7,23.31,6.82,60.0
Investment Master,COHR,Technology,381.22,440.0,50.5,182.0,0.88,11.3,0.55,74581620000,388.09,1.8,20.55,990.95,37.93,6.07,0.32,2.02,4.48,89.26,1.65,7.84,4.2,59.9
Investment Master,EOG,Energy,134.9,151.86,48.35,13.27,0.68,3.05,0.2,71851580000,160.93,19.3,15.63,39.89,40.88,23.34,0.27,0.25,0.27,97.46,2.14,19.61,3.69,59.7
Investment Master,FCX,Basic Materials,64.4,72.28,46.57,34.26,0.45,3.59,0.3,92578850000,72.38,12.39,11.97,152.63,25.84,10.52,0.53,1.35,0.57,88.82,1.65,28.35,1.98,59.6
Investment Master,EXLS,Technology,26.16,47.11,33.3,16.69,0.68,1.85,0.13,3996800000,41.75,59.59,13.84,5.69,35.7,11.66,0.67,0.84,3.4,102.18,1.27,14.22,9.63,59.5
Investment Master,PEGA,Technology,29.84,68.1,30.43,16.06,0.54,2.93,,4986740000,58.5,96.05,-9.6,-59.5,74.84,20.04,0.1,0.88,45.97,56.17,1.27,12.58,13.93,59.4
Investment Master,CARG,Consumer Cyclical,30.44,39.42,54.79,19.96,0.88,2.87,0.35,2745300000,37.71,23.88,8.17,-8.8,88.61,15.57,0.79,1.2,19.76,92.3,1.81,7.55,10.43,59.2
Investment Master,FRSH,Technology,9.19,15.47,50.02,14.47,0.92,3.03,0.18,2641280000,11.75,27.86,16.49,-295.35,83.93,20.69,0.04,0.9,29.01,60.93,2.12,22.67,11.19,59.2
Investment Master,LRCX,Technology,371.33,409.77,58.68,70.09,1.37,21.42,0.9,464374530000,353.32,-4.85,23.76,40.55,49.98,30.94,0.35,1.81,0.37,85.66,1.53,32.07,2.57,59.1
Investment Master,CRWD,Technology,680.92,785.65,56.9,,3.72,34.03,1.33,173338270000,721.54,5.97,25.57,124.28,74.89,-0.89,0.18,1.26,3.52,72.32,1.6,7.51,3.06,59.0
Investment Master,FTI,Energy,66.14,77.78,41.19,25.3,0.97,2.59,0.25,26370140000,76.19,15.2,10.46,92.99,22.49,10.65,0.39,0.69,1.04,99.74,1.92,10.39,2.63,58.8
Investment Master,TTD,Communication Services,17.93,91.43,35.02,20.21,0.91,2.84,0.24,8429049999,25.88,44.34,11.82,-16.77,77.83,14.57,0.17,1.04,11.19,81.75,2.47,76.43,18.31,58.5
Investment Master,BNL,Real Estate,21.05,21.5,60.24,32.43,1.25,8.62,1.04,4036690000,22.1,4.99,8.25,175.03,59.48,25.85,0.93,0.97,1.53,93.88,1.8,9.36,4.96,58.2
Investment Master,RJF,Financial,157.44,177.66,60.36,14.89,0.88,1.86,0.17,30682380000,173.25,10.04,10.82,15.42,87.69,12.96,0.47,0.93,10.59,80.6,2.38,10.37,5.96,58.2
Investment Master,HAYW,Industrials,14.81,17.73,56.58,20.5,1.32,2.8,0.24,3213220000,17.25,16.48,11.53,62.54,45.02,13.98,0.63,1.1,2.76,100.56,2.4,10.66,5.05,58.1
Investment Master,WAL,Financial,80.68,97.23,52.41,9.4,0.44,1.58,0.1,8809080000,88.81,10.08,15.42,-7.92,,16.85,0.9,1.34,6.42,84.9,1.56,3.87,3.79,57.8
Investment Master,GLW,Technology,194.07,212.4,53.79,93.15,1.46,10.23,0.51,167023980000,209.31,7.85,20.05,134.97,35.64,11.09,0.84,1.12,8.47,73.91,1.9,21.39,2.72,57.7
Investment Master,NTNX,Technology,47.89,82.43,48.81,50.18,1.74,4.71,0.47,12945650000,58.21,21.55,10.03,19.25,87.08,10.03,,0.63,2.55,89.11,2.1,19.05,7.23,57.7
Investment Master,RMBS,Technology,128.21,174.1,43.44,60.94,1.37,19.23,2.37,13864240000,144.57,12.76,8.12,-1.71,74.39,31.89,0.02,1.83,0.82,105.57,1.91,7.23,6.74,57.6
Investment Master,CTSH,Technology,40.95,87.04,22.0,8.89,0.71,0.91,0.16,19404950000,69.17,68.91,5.83,3.61,30.87,10.41,0.07,0.86,0.53,105.14,2.06,60.21,12.78,57.5
Investment Master,ABNB,Consumer Cyclical,138.85,147.24,55.4,34.2,1.08,6.58,0.37,83685580000,157.19,13.21,17.87,7.34,72.38,19.8,0.33,1.14,32.62,59.65,2.11,14.73,3.68,57.3
Investment Master,DECK,Consumer Cyclical,103.63,126.5,43.3,14.72,1.17,2.64,0.3,14392230000,127.21,22.75,8.68,-4.02,56.14,18.77,0.15,1.16,1.06,100.11,2.32,4.79,3.49,57.3
Investment Master,DT,Technology,40.4,57.55,48.63,75.36,1.08,5.83,0.3,11775620000,45.59,12.85,19.44,-54.84,81.56,8.06,0.06,0.75,1.13,101.95,1.77,8.58,2.98,57.3
Investment Master,NDAQ,Financial,82.49,101.79,35.43,24.85,1.37,5.64,2.51,46651460000,109.38,32.6,2.25,33.29,57.81,23.15,0.79,0.99,21.35,75.5,1.4,7.21,1.62,57.2
Investment Master,DOX,Technology,52.35,95.41,26.74,10.51,0.69,1.22,0.31,5631340000,84.67,61.74,3.92,-11.62,36.12,11.57,0.32,0.43,1.22,98.77,2.0,7.11,6.69,56.8
Investment Master,HBAN,Financial,17.4,19.45,62.36,13.32,0.59,2.69,0.1,35272080000,19.92,14.48,26.86,-24.84,,15.76,0.72,0.96,0.94,89.08,1.48,63.92,3.2,56.8
Investment Master,TLN,Utilities,411.92,451.27,59.03,,,4.01,0.19,18699110000,478.27,16.11,21.64,145.11,63.43,-0.45,6.34,1.54,1.84,103.78,1.44,2.25,5.04,56.7
Investment Master,VLY,Financial,14.38,14.72,60.89,12.89,0.4,2.26,0.58,7968410000,15.75,9.53,3.92,59.3,,17.79,0.39,1.05,14.34,75.55,1.43,37.49,7.9,56.6
Investment Master,UPWK,Communication Services,8.21,22.84,40.71,10.23,0.35,1.28,0.89,1014080000,12.44,51.52,1.44,-12.0,77.54,13.81,0.67,1.0,5.17,96.58,2.4,22.82,19.48,56.5
Investment Master,RYAN,Financial,34.51,69.49,53.92,46.89,1.41,2.87,0.2,9098880000,41.56,20.43,14.57,158.3,,3.43,5.88,0.63,12.69,87.95,2.29,12.99,11.49,56.5
Investment Master,TSEM,Technology,282.65,319.96,55.44,131.28,0.9,19.48,1.26,31588010000,313.83,11.03,15.48,60.32,24.77,15.13,0.05,0.83,6.52,73.66,1.5,2.9,2.78,56.4
Investment Master,TXN,Technology,304.36,334.02,51.79,52.07,1.49,15.02,0.81,276995850000,297.6,-2.22,18.58,31.23,57.32,28.94,0.84,1.29,0.29,90.65,2.28,18.98,2.09,56.3
Investment Master,CPRX,Healthcare,31.4,32.56,72.13,18.05,0.85,6.44,1.14,3843980000,31.67,0.86,5.63,12.37,79.62,37.08,0.0,0.74,8.83,82.89,2.8,8.19,7.34,56.1
Investment Master,SYF,Financial,75.04,88.77,57.83,7.77,0.9,1.33,,25241220000,89.23,18.91,-2.87,19.88,81.03,18.53,1.0,1.31,0.55,108.35,1.92,22.94,6.87,56.0
Investment Master,GNTX,Consumer Cyclical,24.75,29.38,50.99,13.95,0.96,2.0,0.12,5270560000,27.43,10.83,17.11,9.51,34.32,14.53,0.0,0.77,0.41,96.24,1.91,13.34,6.29,55.8
